VENTA;PROYECTO;MONEDA;ESTADO ACTUAL;ESTADO CALCULADO;SALDO COMERCIAL;SALDO CONTABLE;RESULTADO;DIF. SALDOS
7006;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6059.31;6059.31;OK;0
7007;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2774.89;2774.89;OK;0
7008;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7009;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2923.48;2923.48;OK;0
7010;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2868.67;2868.67;OK;0
7011;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2868.67;2868.67;OK;0
7012;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7013;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2733.17;2733.17;OK;0
7014;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5088.71;5088.71;OK;0
7015;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5056.75;5056.75;OK;0
7016;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6695.31;6695.31;OK;0
7017;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2679.6;2679.6;OK;0
7018;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3715.8;3715.8;OK;0
7019;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5580.26;5580.26;OK;0
7020;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5580.26;5580.26;OK;0
7021;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4102.35;4102.35;OK;0
7022;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7023;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7024;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7025;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4847.23;4847.23;OK;0
7026;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7027;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7028;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3359.87;3359.87;OK;0
7029;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4174.08;4174.08;OK;0
7030;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7031;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7032;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7033;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7034;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5024.84;5024.84;OK;0
7035;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7036;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7037;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3122.53;3122.53;OK;0
7038;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2868.33;2868.33;OK;0
7039;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2868.33;2868.33;OK;0
7040;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7041;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7042;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2830.91;2830.91;OK;0
7043;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2542.85;2542.85;OK;0
7044;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;9463.72;9463.72;OK;0
7045;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;9914.34;9914.34;OK;0
7046;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4378.59;4378.59;OK;0
7047;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5602.13;5602.13;OK;0
7048;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;7680.81;7680.81;OK;0
7049;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3087.69;3087.69;OK;0
7050;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2780.87;2780.87;OK;0
7051;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7052;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7053;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2077.14;2077.14;OK;0
7054;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2077.12;2077.12;OK;0
7055;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3566.79;3566.79;OK;0
7056;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7057;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3413.63;3413.63;OK;0
7058;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2676.39;2676.39;OK;0
7059;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7060;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2922.52;2922.52;OK;0
7061;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2868.41;2868.41;OK;0
7062;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2782.09;2782.09;OK;0
7063;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2782.09;2782.09;OK;0
7064;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2782.08;2782.08;OK;0
7065;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2835.5;2835.5;OK;0
7066;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7067;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5931.68;5931.68;OK;0
7068;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5931.68;5931.68;OK;0
7069;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;4105.86;4105.86;OK;0
7070;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;4095.77;4095.77;OK;0
7071;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7072;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4227.38;4227.38;OK;0
7073;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3431.08;3431.08;OK;0
7074;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4110.92;4110.92;OK;0
7075;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2782.1;2782.1;OK;0
7076;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3618.12;3618.12;OK;0
7077;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3017.44;3017.44;OK;0
7078;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3017.44;3017.44;OK;0
7079;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7080;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7081;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7082;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2808.92;2808.92;OK;0
7083;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7084;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5764.53;5764.53;OK;0
7085;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7086;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7087;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7088;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4354.95;4354.95;OK;0
7089;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2927.51;2927.51;OK;0
7090;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7091;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7092;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7093;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7094;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7095;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7096;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6194.53;6194.53;OK;0
7097;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3604.05;3604.05;OK;0
7098;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3604.05;3604.05;OK;0
7099;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2953.5;2953.5;OK;0
7100;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7101;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7102;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7103;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7104;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3614.28;3614.28;OK;0
7105;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;5667.15;5667.15;OK;0
7106;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2904.03;2904.03;OK;0
7107;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4404.05;4404.05;OK;0
7108;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3805.88;3805.88;OK;0
7109;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2861.51;2861.51;OK;0
7110;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4825.38;4825.38;OK;0
7111;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7112;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2824.65;2824.65;OK;0
7113;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7114;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7115;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7116;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3462.96;3462.96;OK;0
7117;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7118;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7119;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7120;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7121;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2788.91;2788.91;OK;0
7122;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7123;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3012.33;3012.33;OK;0
7124;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4140.93;4140.93;OK;0
7125;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7126;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2737.11;2737.11;OK;0
7127;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2868.67;2868.67;OK;0
7128;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2715.1;2715.1;OK;0
7129;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7130;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4104.99;4104.99;OK;0
7131;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4060.24;4060.24;OK;0
7132;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3528.49;3528.49;OK;0
7133;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2942.22;2942.22;OK;0
7134;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2942.22;2942.22;OK;0
7136;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7137;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3701.68;3701.68;OK;0
7138;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7139;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3078.08;3078.08;OK;0
7140;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3850.4;3850.4;OK;0
7141;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;3850.4;3850.4;OK;0
7142;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2852.51;2852.51;OK;0
7143;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;8305.66;8305.66;OK;0
7144;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3709.38;3709.38;OK;0
7145;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2868.67;2868.67;OK;0
7146;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7147;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3249.07;3249.07;OK;0
7148;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;4612.12;4612.12;OK;0
7149;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;9288.58;9288.58;OK;0
7150;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4158.8;4158.8;OK;0
7151;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;6517.36;6517.36;OK;0
7152;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6240.52;6240.52;OK;0
7153;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;8230.01;8230.01;OK;0
7154;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;4728.29;4728.29;OK;0
7155;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7156;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3464.45;3464.45;OK;0
7157;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6517.36;6517.36;OK;0
7158;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7159;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;7562.55;7562.55;OK;0
7160;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7161;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;7604.99;7604.99;OK;0
7162;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7163;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7165;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6185.1;6185.1;OK;0
7166;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7167;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7168;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7169;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2406.7;2406.7;OK;0
7170;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;2724.85;2724.85;OK;0
7171;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7172;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4773.55;4773.55;OK;0
7173;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4612.12;4612.12;OK;0
7174;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4749.96;4749.96;OK;0
7175;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4612.12;4612.12;OK;0
7176;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6091.63;6091.63;OK;0
7177;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;7111.97;7111.97;OK;0
7178;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6385.59;6385.59;OK;0
7179;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7180;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7181;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7182;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7183;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7184;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7185;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7186;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7187;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7188;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7189;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7196;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4024.8;4024.8;OK;0
7197;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5763.11;5763.11;OK;0
7198;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5763.11;5763.11;OK;0
7199;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5763.11;5763.11;OK;0
7200;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3346.67;3346.67;OK;0
7201;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4692.14;4692.14;OK;0
7202;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;4147.99;4147.99;OK;0
7203;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6299.29;6299.29;OK;0
7204;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6161.25;6161.25;OK;0
7205;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6322.48;6322.48;OK;0
7206;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7207;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7208;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7209;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7212;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7213;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7218;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5123.89;5123.89;OK;0
7219;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5125.25;5125.25;OK;0
7220;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
7221;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7227;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6255.65;6255.65;OK;0
7228;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6453.81;6453.81;OK;0
7229;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3917.26;3917.26;OK;0
7230;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5454.36;5454.36;OK;0
7231;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7232;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3803.93;3803.93;OK;0
7233;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3416.96;3416.96;OK;0
7234;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3417.08;3417.08;OK;0
7235;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7236;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7237;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3021.06;3021.06;OK;0
7239;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
7240;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3978.5;3978.5;OK;0
7241;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3868.6;3868.6;OK;0
7242;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7243;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7244;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4325.83;4325.83;OK;0
7245;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3952.22;3952.22;OK;0
7246;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4579.44;4579.44;OK;0
7247;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7248;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4118.85;4118.85;OK;0
7251;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7252;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4345.07;4345.07;OK;0
7253;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7254;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7255;CIUDAD DE DIOS LUJAN;USD;Fusionado;Pendiente;3917.03;3917.03;OK;0
7256;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;5799.86;5799.86;OK;0
7257;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;7545.01;7545.01;OK;0
7258;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;6707.04;6707.04;OK;0
7261;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7262;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7263;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7264;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7265;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2017.23;2017.23;OK;0
7266;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7267;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7270;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;4385.05;4385.05;OK;0
7271;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3915.25;3915.25;OK;0
7272;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7273;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7274;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7275;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4724.16;4724.16;OK;0
7277;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6700;6700;OK;0
7278;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4061.56;4061.56;OK;0
7279;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7280;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5028.9;5028.9;OK;0
7281;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7283;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4367.14;4367.14;OK;0
7284;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5167.09;5167.09;OK;0
7285;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3137.78;3137.78;OK;0
7286;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4346.39;4346.39;OK;0
7287;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;3760.64;3760.64;OK;0
7288;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3917.26;3917.26;OK;0
7289;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3741.81;3741.81;OK;0
7290;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;9988.96;9988.96;OK;0
7291;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;10643.89;10643.89;OK;0
7293;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;7788.27;7788.27;OK;0
7294;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;11376.45;11376.45;OK;0
7295;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;3741.81;3741.81;OK;0
7296;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7297;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7298;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7299;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7300;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7302;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4675.67;4675.67;OK;0
7303;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4675.67;4675.67;OK;0
7304;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;8240.89;8240.89;OK;0
7305;CIUDAD DE DIOS LUJAN;USD;Fusionado;Fusionado;0;0;OK;0
7306;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4686.06;4686.06;OK;0
7307;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;6360.97;6360.97;OK;0
7308;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;8574.96;8574.96;OK;0
7309;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7311;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;2478.87;2478.87;OK;0
7312;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;4026.27;4026.27;OK;0
7313;CIUDAD DE DIOS LUJAN;USD;Pagado;Pagado;0;0;OK;0
7314;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;8009.37;8009.37;OK;0
7315;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7318;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;4450.85;4450.85;OK;0
7319;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7320;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7321;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;7491.45;7491.45;OK;0
7324;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7327;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7328;CIUDAD DE DIOS LUJAN;USD;Retenido;Pendiente;5683.56;5683.56;OK;0
7329;CIUDAD DE DIOS LUJAN;USD;Pagado;Pendiente;0;0;OK;0
7330;CIUDAD DE DIOS LUJAN;USD;Pendiente;Pendiente;5587.84;5587.84;OK;0
7335;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7336;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
7337;CIUDAD DE DIOS LUJAN;USD;Retenido;Retenido;0;0;OK;0
